time,link,path,number,flag
269,N010 N013,N001 N005 N009 N010 N013 N003,54,enter link
269,N009 N010,N004 N005 N009 N010 N013 N003,15,exit link
269,N010 N013,N004 N005 N009 N010 N013 N003,15,enter link
269,N010 N013,N004 N009 N010 N013 N003,44,exit link
269,N013 N003,N004 N009 N010 N013 N003,44,enter link
269,N010 N013,N001 N005 N006 N010 N013 N003,37,exit link
269,N013 N003,N001 N005 N006 N010 N013 N003,37,enter link
269,N010 N013,N004 N005 N006 N010 N013 N003,1,exit link
269,N013 N003,N004 N005 N006 N010 N013 N003,1,enter link
269,N010 N013,N001 N012 N006 N010 N013 N003,38,exit link
269,N013 N003,N001 N012 N006 N010 N013 N003,38,enter link
269,N010 N013,N001 N005 N009 N010 N013 N003,24,exit link
269,N013 N003,N001 N005 N009 N010 N013 N003,24,enter link
269,N010 N013,N004 N005 N009 N010 N013 N003,7,exit link
269,N013 N003,N004 N005 N009 N010 N013 N003,7,enter link
269,N010 N011,N004 N009 N010 N011 N002,35,exit link
269,N011 N002,N004 N009 N010 N011 N002,35,enter link
269,N010 N011,N001 N005 N006 N010 N011 N002,35,exit link
269,N011 N002,N001 N005 N006 N010 N011 N002,35,enter link
269,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
269,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
269,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
269,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
269,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
269,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
269,N010 N011,N004 N005 N009 N010 N011 N002,14,exit link
269,N011 N002,N004 N005 N009 N010 N011 N002,14,enter link
269,N013 N003,N004 N009 N010 N013 N003,68,exit link
269,N013 N003,N001 N005 N006 N010 N013 N003,50,exit link
269,N013 N003,N001 N012 N006 N010 N013 N003,21,exit link
269,N013 N003,N004 N005 N006 N010 N013 N003,7,exit link
269,N011 N002,N004 N009 N010 N011 N002,72,exit link
269,N011 N002,N001 N005 N006 N010 N011 N002,45,exit link
269,N011 N002,N001 N012 N006 N010 N011 N002,27,exit link
269,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
270,N009 N010,N004 N009 N010 N011 N002,1,exit link
270,N010 N011,N004 N009 N010 N011 N002,1,enter link
270,N009 N010,N001 N005 N009 N010 N011 N002,63,exit link
270,N010 N011,N001 N005 N009 N010 N011 N002,63,enter link
270,N009 N010,N004 N005 N009 N010 N011 N002,14,exit link
270,N010 N011,N004 N005 N009 N010 N011 N002,14,enter link
270,N009 N010,N004 N009 N010 N013 N003,1,exit link
270,N010 N013,N004 N009 N010 N013 N003,1,enter link
270,N009 N010,N001 N005 N009 N010 N013 N003,55,exit link
270,N010 N013,N001 N005 N009 N010 N013 N003,55,enter link
270,N009 N010,N004 N005 N009 N010 N013 N003,14,exit link
270,N010 N013,N004 N005 N009 N010 N013 N003,14,enter link
270,N010 N013,N004 N009 N010 N013 N003,42,exit link
270,N013 N003,N004 N009 N010 N013 N003,42,enter link
270,N010 N013,N001 N005 N006 N010 N013 N003,36,exit link
270,N013 N003,N001 N005 N006 N010 N013 N003,36,enter link
270,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
270,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
270,N010 N013,N001 N012 N006 N010 N013 N003,36,exit link
270,N013 N003,N001 N012 N006 N010 N013 N003,36,enter link
270,N010 N013,N001 N005 N009 N010 N013 N003,24,exit link
270,N013 N003,N001 N005 N009 N010 N013 N003,24,enter link
270,N010 N013,N004 N005 N009 N010 N013 N003,6,exit link
270,N013 N003,N004 N005 N009 N010 N013 N003,6,enter link
270,N010 N011,N004 N009 N010 N011 N002,35,exit link
270,N011 N002,N004 N009 N010 N011 N002,35,enter link
270,N010 N011,N001 N005 N006 N010 N011 N002,35,exit link
270,N011 N002,N001 N005 N006 N010 N011 N002,35,enter link
270,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
270,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
270,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
270,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
270,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
270,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
270,N010 N011,N004 N005 N009 N010 N011 N002,15,exit link
270,N011 N002,N004 N005 N009 N010 N011 N002,15,enter link
270,N013 N003,N004 N009 N010 N013 N003,71,exit link
270,N013 N003,N001 N005 N006 N010 N013 N003,50,exit link
270,N013 N003,N001 N012 N006 N010 N013 N003,23,exit link
270,N013 N003,N004 N005 N006 N010 N013 N003,7,exit link
270,N011 N002,N004 N009 N010 N011 N002,72,exit link
270,N011 N002,N001 N005 N006 N010 N011 N002,44,exit link
270,N011 N002,N001 N012 N006 N010 N011 N002,27,exit link
270,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
271,N009 N010,N004 N009 N010 N011 N002,1,exit link
271,N010 N011,N004 N009 N010 N011 N002,1,enter link
271,N009 N010,N001 N005 N009 N010 N011 N002,64,exit link
271,N010 N011,N001 N005 N009 N010 N011 N002,64,enter link
271,N009 N010,N004 N005 N009 N010 N011 N002,14,exit link
271,N010 N011,N004 N005 N009 N010 N011 N002,14,enter link
271,N009 N010,N004 N009 N010 N013 N003,1,exit link
271,N010 N013,N004 N009 N010 N013 N003,1,enter link
271,N009 N010,N001 N005 N009 N010 N013 N003,57,exit link
271,N010 N013,N001 N005 N009 N010 N013 N003,57,enter link
271,N009 N010,N004 N005 N009 N010 N013 N003,13,exit link
271,N010 N013,N004 N005 N009 N010 N013 N003,13,enter link
271,N010 N013,N004 N009 N010 N013 N003,42,exit link
271,N013 N003,N004 N009 N010 N013 N003,42,enter link
271,N010 N013,N001 N005 N006 N010 N013 N003,36,exit link
271,N013 N003,N001 N005 N006 N010 N013 N003,36,enter link
271,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
271,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
271,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
271,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
271,N010 N013,N001 N005 N009 N010 N013 N003,25,exit link
271,N013 N003,N001 N005 N009 N010 N013 N003,25,enter link
271,N010 N013,N004 N005 N009 N010 N013 N003,7,exit link
271,N013 N003,N004 N005 N009 N010 N013 N003,7,enter link
271,N010 N011,N004 N009 N010 N011 N002,34,exit link
271,N011 N002,N004 N009 N010 N011 N002,34,enter link
271,N010 N011,N001 N005 N006 N010 N011 N002,34,exit link
271,N011 N002,N001 N005 N006 N010 N011 N002,34,enter link
271,N010 N011,N004 N005 N006 N010 N011 N002,0,exit link
271,N011 N002,N004 N005 N006 N010 N011 N002,0,enter link
271,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
271,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
271,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
271,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
271,N010 N011,N004 N005 N009 N010 N011 N002,15,exit link
271,N011 N002,N004 N005 N009 N010 N011 N002,15,enter link
271,N013 N003,N004 N009 N010 N013 N003,70,exit link
271,N013 N003,N001 N005 N006 N010 N013 N003,48,exit link
271,N013 N003,N001 N012 N006 N010 N013 N003,24,exit link
271,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
271,N011 N002,N004 N009 N010 N011 N002,72,exit link
271,N011 N002,N001 N005 N006 N010 N011 N002,44,exit link
271,N011 N002,N001 N012 N006 N010 N011 N002,28,exit link
271,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
272,N009 N010,N004 N009 N010 N011 N002,0,exit link
272,N010 N011,N004 N009 N010 N011 N002,0,enter link
272,N009 N010,N001 N005 N009 N010 N011 N002,67,exit link
272,N010 N011,N001 N005 N009 N010 N011 N002,67,enter link
272,N009 N010,N004 N005 N009 N010 N011 N002,13,exit link
272,N010 N011,N004 N005 N009 N010 N011 N002,13,enter link
272,N009 N010,N004 N009 N010 N013 N003,0,exit link
272,N010 N013,N004 N009 N010 N013 N003,0,enter link
272,N009 N010,N001 N005 N009 N010 N013 N003,57,exit link
272,N010 N013,N001 N005 N009 N010 N013 N003,57,enter link
272,N009 N010,N004 N005 N009 N010 N013 N003,12,exit link
272,N010 N013,N004 N005 N009 N010 N013 N003,12,enter link
272,N010 N013,N004 N009 N010 N013 N003,43,exit link
272,N013 N003,N004 N009 N010 N013 N003,43,enter link
272,N010 N013,N001 N005 N006 N010 N013 N003,36,exit link
272,N013 N003,N001 N005 N006 N010 N013 N003,36,enter link
272,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
272,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
272,N010 N013,N001 N012 N006 N010 N013 N003,38,exit link
272,N013 N003,N001 N012 N006 N010 N013 N003,38,enter link
272,N010 N013,N001 N005 N009 N010 N013 N003,26,exit link
272,N013 N003,N001 N005 N009 N010 N013 N003,26,enter link
272,N010 N013,N004 N005 N009 N010 N013 N003,8,exit link
272,N013 N003,N004 N005 N009 N010 N013 N003,8,enter link
272,N010 N011,N004 N009 N010 N011 N002,34,exit link
272,N011 N002,N004 N009 N010 N011 N002,34,enter link
272,N010 N011,N001 N005 N006 N010 N011 N002,34,exit link
272,N011 N002,N001 N005 N006 N010 N011 N002,34,enter link
272,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
272,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
272,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
272,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
272,N010 N011,N001 N005 N009 N010 N011 N002,27,exit link
272,N011 N002,N001 N005 N009 N010 N011 N002,27,enter link
272,N010 N011,N004 N005 N009 N010 N011 N002,16,exit link
272,N011 N002,N004 N005 N009 N010 N011 N002,16,enter link
272,N013 N003,N004 N009 N010 N013 N003,71,exit link
272,N013 N003,N001 N005 N006 N010 N013 N003,47,exit link
272,N013 N003,N001 N012 N006 N010 N013 N003,24,exit link
272,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
272,N011 N002,N004 N009 N010 N011 N002,70,exit link
272,N011 N002,N001 N005 N006 N010 N011 N002,43,exit link
272,N011 N002,N001 N012 N006 N010 N011 N002,28,exit link
272,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
273,N009 N010,N004 N009 N010 N011 N002,0,exit link
273,N010 N011,N004 N009 N010 N011 N002,0,enter link
273,N009 N010,N001 N005 N009 N010 N011 N002,68,exit link
273,N010 N011,N001 N005 N009 N010 N011 N002,68,enter link
273,N009 N010,N004 N005 N009 N010 N011 N002,12,exit link
273,N010 N011,N004 N005 N009 N010 N011 N002,12,enter link
273,N009 N010,N004 N009 N010 N013 N003,0,exit link
273,N010 N013,N004 N009 N010 N013 N003,0,enter link
273,N009 N010,N001 N005 N009 N010 N013 N003,58,exit link
273,N010 N013,N001 N005 N009 N010 N013 N003,58,enter link
273,N009 N010,N004 N005 N009 N010 N013 N003,11,exit link
273,N010 N013,N004 N005 N009 N010 N013 N003,11,enter link
273,N010 N013,N004 N009 N010 N013 N003,41,exit link
273,N013 N003,N004 N009 N010 N013 N003,41,enter link
273,N010 N013,N001 N005 N006 N010 N013 N003,36,exit link
273,N013 N003,N001 N005 N006 N010 N013 N003,36,enter link
273,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
273,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
273,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
273,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
273,N010 N013,N001 N005 N009 N010 N013 N003,25,exit link
273,N013 N003,N001 N005 N009 N010 N013 N003,25,enter link
273,N010 N013,N004 N005 N009 N010 N013 N003,8,exit link
273,N013 N003,N004 N005 N009 N010 N013 N003,8,enter link
273,N010 N011,N004 N009 N010 N011 N002,33,exit link
273,N011 N002,N004 N009 N010 N011 N002,33,enter link
273,N010 N011,N001 N005 N006 N010 N011 N002,33,exit link
273,N011 N002,N001 N005 N006 N010 N011 N002,33,enter link
273,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
273,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
273,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
273,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
273,N010 N011,N001 N005 N009 N010 N011 N002,27,exit link
273,N011 N002,N001 N005 N009 N010 N011 N002,27,enter link
273,N010 N011,N004 N005 N009 N010 N011 N002,16,exit link
273,N011 N002,N004 N005 N009 N010 N011 N002,16,enter link
273,N013 N003,N004 N009 N010 N013 N003,72,exit link
273,N013 N003,N001 N005 N006 N010 N013 N003,46,exit link
273,N013 N003,N001 N012 N006 N010 N013 N003,26,exit link
273,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
273,N011 N002,N004 N009 N010 N011 N002,71,exit link
273,N011 N002,N001 N005 N006 N010 N011 N002,43,exit link
273,N011 N002,N001 N012 N006 N010 N011 N002,29,exit link
273,N011 N002,N004 N005 N006 N010 N011 N002,7,exit link
274,N009 N010,N004 N009 N010 N011 N002,0,exit link
274,N010 N011,N004 N009 N010 N011 N002,0,enter link
274,N009 N010,N001 N005 N009 N010 N011 N002,68,exit link
274,N010 N011,N001 N005 N009 N010 N011 N002,68,enter link
274,N009 N010,N004 N005 N009 N010 N011 N002,11,exit link
274,N010 N011,N004 N005 N009 N010 N011 N002,11,enter link
274,N009 N010,N004 N009 N010 N013 N003,0,exit link
274,N010 N013,N004 N009 N010 N013 N003,0,enter link
274,N009 N010,N001 N005 N009 N010 N013 N003,58,exit link
274,N010 N013,N001 N005 N009 N010 N013 N003,58,enter link
274,N009 N010,N004 N005 N009 N010 N013 N003,10,exit link
274,N010 N013,N004 N005 N009 N010 N013 N003,10,enter link
274,N010 N013,N004 N009 N010 N013 N003,41,exit link
274,N013 N003,N004 N009 N010 N013 N003,41,enter link
274,N010 N013,N001 N005 N006 N010 N013 N003,37,exit link
274,N013 N003,N001 N005 N006 N010 N013 N003,37,enter link
274,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
274,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
274,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
274,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
274,N010 N013,N001 N005 N009 N010 N013 N003,26,exit link
274,N013 N003,N001 N005 N009 N010 N013 N003,26,enter link
274,N010 N013,N004 N005 N009 N010 N013 N003,9,exit link
274,N013 N003,N004 N005 N009 N010 N013 N003,9,enter link
274,N010 N011,N004 N009 N010 N011 N002,33,exit link
274,N011 N002,N004 N009 N010 N011 N002,33,enter link
274,N010 N011,N001 N005 N006 N010 N011 N002,33,exit link
274,N011 N002,N001 N005 N006 N010 N011 N002,33,enter link
274,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
274,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
274,N010 N011,N001 N012 N006 N010 N011 N002,39,exit link
274,N011 N002,N001 N012 N006 N010 N011 N002,39,enter link
274,N010 N011,N001 N005 N009 N010 N011 N002,27,exit link
274,N011 N002,N001 N005 N009 N010 N011 N002,27,enter link
274,N010 N011,N004 N005 N009 N010 N011 N002,17,exit link
274,N011 N002,N004 N005 N009 N010 N011 N002,17,enter link
274,N013 N003,N004 N009 N010 N013 N003,72,exit link
274,N013 N003,N001 N005 N006 N010 N013 N003,46,exit link
274,N013 N003,N001 N012 N006 N010 N013 N003,26,exit link
274,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
274,N011 N002,N004 N009 N010 N011 N002,69,exit link
274,N011 N002,N001 N005 N006 N010 N011 N002,42,exit link
274,N011 N002,N001 N012 N006 N010 N011 N002,29,exit link
274,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
275,N009 N010,N004 N009 N010 N011 N002,0,exit link
275,N010 N011,N004 N009 N010 N011 N002,0,enter link
275,N009 N010,N001 N005 N009 N010 N011 N002,70,exit link
275,N010 N011,N001 N005 N009 N010 N011 N002,70,enter link
275,N009 N010,N004 N005 N009 N010 N011 N002,10,exit link
275,N010 N011,N004 N005 N009 N010 N011 N002,10,enter link
275,N009 N010,N004 N009 N010 N013 N003,0,exit link
275,N010 N013,N004 N009 N010 N013 N003,0,enter link
275,N009 N010,N001 N005 N009 N010 N013 N003,58,exit link
275,N010 N013,N001 N005 N009 N010 N013 N003,58,enter link
275,N009 N010,N004 N005 N009 N010 N013 N003,10,exit link
275,N010 N013,N004 N005 N009 N010 N013 N003,10,enter link
275,N010 N013,N004 N009 N010 N013 N003,41,exit link
275,N013 N003,N004 N009 N010 N013 N003,41,enter link
275,N010 N013,N001 N005 N006 N010 N013 N003,37,exit link
275,N013 N003,N001 N005 N006 N010 N013 N003,37,enter link
275,N010 N013,N004 N005 N006 N010 N013 N003,1,exit link
275,N013 N003,N004 N005 N006 N010 N013 N003,1,enter link
275,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
275,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
275,N010 N013,N001 N005 N009 N010 N013 N003,26,exit link
275,N013 N003,N001 N005 N009 N010 N013 N003,26,enter link
275,N010 N013,N004 N005 N009 N010 N013 N003,9,exit link
275,N013 N003,N004 N005 N009 N010 N013 N003,9,enter link
275,N010 N011,N004 N009 N010 N011 N002,28,exit link
275,N011 N002,N004 N009 N010 N011 N002,28,enter link
275,N010 N011,N001 N005 N006 N010 N011 N002,28,exit link
275,N011 N002,N001 N005 N006 N010 N011 N002,28,enter link
275,N010 N011,N004 N005 N006 N010 N011 N002,0,exit link
275,N011 N002,N004 N005 N006 N010 N011 N002,0,enter link
275,N010 N011,N001 N012 N006 N010 N011 N002,34,exit link
275,N011 N002,N001 N012 N006 N010 N011 N002,34,enter link
275,N010 N011,N001 N005 N009 N010 N011 N002,25,exit link
275,N011 N002,N001 N005 N009 N010 N011 N002,25,enter link
275,N010 N011,N004 N005 N009 N010 N011 N002,15,exit link
275,N011 N002,N004 N005 N009 N010 N011 N002,15,enter link
275,N013 N003,N004 N009 N010 N013 N003,72,exit link
275,N013 N003,N001 N005 N006 N010 N013 N003,47,exit link
275,N013 N003,N001 N012 N006 N010 N013 N003,26,exit link
275,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
275,N011 N002,N004 N009 N010 N011 N002,70,exit link
275,N011 N002,N001 N005 N006 N010 N011 N002,43,exit link
275,N011 N002,N001 N012 N006 N010 N011 N002,30,exit link
275,N011 N002,N004 N005 N006 N010 N011 N002,7,exit link
275,N011 N002,N001 N005 N009 N010 N011 N002,1,exit link
276,N009 N010,N004 N009 N010 N011 N002,1,exit link
276,N010 N011,N004 N009 N010 N011 N002,1,enter link
276,N009 N010,N001 N005 N009 N010 N011 N002,69,exit link
276,N010 N011,N001 N005 N009 N010 N011 N002,69,enter link
276,N009 N010,N004 N005 N009 N010 N011 N002,10,exit link
276,N010 N011,N004 N005 N009 N010 N011 N002,10,enter link
276,N009 N010,N004 N009 N010 N013 N003,1,exit link
276,N010 N013,N004 N009 N010 N013 N003,1,enter link
276,N009 N010,N001 N005 N009 N010 N013 N003,60,exit link
276,N010 N013,N001 N005 N009 N010 N013 N003,60,enter link
276,N009 N010,N004 N005 N009 N010 N013 N003,9,exit link
276,N010 N013,N004 N005 N009 N010 N013 N003,9,enter link
276,N010 N013,N004 N009 N010 N013 N003,40,exit link
276,N013 N003,N004 N009 N010 N013 N003,40,enter link
276,N010 N013,N001 N005 N006 N010 N013 N003,36,exit link
276,N013 N003,N001 N005 N006 N010 N013 N003,36,enter link
276,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
276,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
276,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
276,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
276,N010 N013,N001 N005 N009 N010 N013 N003,25,exit link
276,N013 N003,N001 N005 N009 N010 N013 N003,25,enter link
276,N010 N013,N004 N005 N009 N010 N013 N003,9,exit link
276,N013 N003,N004 N005 N009 N010 N013 N003,9,enter link
276,N010 N011,N004 N009 N010 N011 N002,32,exit link
276,N011 N002,N004 N009 N010 N011 N002,32,enter link
276,N010 N011,N001 N005 N006 N010 N011 N002,32,exit link
276,N011 N002,N001 N005 N006 N010 N011 N002,32,enter link
276,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
276,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
276,N010 N011,N001 N012 N006 N010 N011 N002,39,exit link
276,N011 N002,N001 N012 N006 N010 N011 N002,39,enter link
276,N010 N011,N001 N005 N009 N010 N011 N002,29,exit link
276,N011 N002,N001 N005 N009 N010 N011 N002,29,enter link
276,N010 N011,N004 N005 N009 N010 N011 N002,17,exit link
276,N011 N002,N004 N005 N009 N010 N011 N002,17,enter link
276,N013 N003,N004 N009 N010 N013 N003,71,exit link
276,N013 N003,N001 N005 N006 N010 N013 N003,45,exit link
276,N013 N003,N001 N012 N006 N010 N013 N003,26,exit link
276,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
276,N011 N002,N004 N009 N010 N011 N002,68,exit link
276,N011 N002,N001 N005 N006 N010 N011 N002,42,exit link
276,N011 N002,N001 N012 N006 N010 N011 N002,29,exit link
276,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
276,N011 N002,N001 N005 N009 N010 N011 N002,1,exit link
277,N009 N010,N004 N009 N010 N011 N002,1,exit link
277,N010 N011,N004 N009 N010 N011 N002,1,enter link
277,N009 N010,N001 N005 N009 N010 N011 N002,71,exit link
277,N010 N011,N001 N005 N009 N010 N011 N002,71,enter link
277,N009 N010,N004 N005 N009 N010 N011 N002,8,exit link
277,N010 N011,N004 N005 N009 N010 N011 N002,8,enter link
277,N009 N010,N004 N009 N010 N013 N003,1,exit link
277,N010 N013,N004 N009 N010 N013 N003,1,enter link
277,N009 N010,N001 N005 N009 N010 N013 N003,60,exit link
277,N010 N013,N001 N005 N009 N010 N013 N003,60,enter link
277,N009 N010,N004 N005 N009 N010 N013 N003,8,exit link
277,N010 N013,N004 N005 N009 N010 N013 N003,8,enter link
277,N010 N013,N004 N009 N010 N013 N003,40,exit link
277,N013 N003,N004 N009 N010 N013 N003,40,enter link
